POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
13,25,11,1:32.908,+1.354,+0.017,190.2,69,Algarve Pro Racing,LMP2,,,Oreca 07 - Gibson,G,100861,92,3,5626,256,184,,,APR,,Matthias,KAISER,S,,SUI,,9546,219,,01:00:00,None,Lorenzo,FLUXA,G,,ESP,,11246,64,,01:00:00,None,Théo,POURCHAIRE,P,,FRA,,11672,70,,01:00:00,None,Sophia,FLÖRSCH,,,GER,,,5,,,,,,,,,,,,,,,,
14,83,33,1:33.086,+1.532,+0.178,189.9,56,AF Corse,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,100885,16,4166,5626,256,119,,,AF CORSE,,François,PERRODO,B,,FRA,,260,70,,01:00:00,None,Matthieu,VAXIVIERE,G,,FRA,,7798,70,,01:00:00,None,Alessio,ROVERA,P,,ITA,,9837,119,,01:00:00,None,,,,,,,,,,,,,,,,,,,
15,99,39,1:33.091,+1.537,+0.005,189.8,62,AO by TF,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,100889,6369,4166,5626,256,66,,,AO BY TF,,PJ,HYETT,B,,USA,,10826,66,,01:00:00,None,Louis,DELÉTRAZ,G,,SUI,,9621,219,,01:00:00,None,Dane,CAMERON,P,,USA,,10328,66,,01:00:00,None,,,,,,,,,,,,,,,,,,,
16,20,34,1:33.526,+1.972,+0.435,189.0,59,Algarve Pro Racing,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,100856,92,4166,5626,256,184,,,APR,,Kriton,LENTOUDIS,B,,GRE,,9529,79,,01:00:00,None,Alexander,QUINN,G,,GBR,,11463,188,,01:00:00,None,Olli,CALDWELL,G,,GBR,,10295,188,,01:00:00,None,,,,,,,,,,,,,,,,,,,
17,77,63,1:33.739,+2.185,+0.213,188.5,70,Proton Competition,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,100883,45,4166,5626,256,5,,,PROTON,,Giorgio,RODA,B,,ITA,,458,119,,01:00:00,None,Rene,BINDER,G,,AUT,,9190,17,,01:00:00,None,Bent,VISCAAL,G,,NED,,10541,178,,01:00:00,None,,,,,,,,,,,,,,,,,,,
18,3,53,1:33.966,+2.412,+0.227,188.1,60,DKR Engineering,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,100846,49,4166,5626,256,138,,,DKR ENGINEERING,,Georgios,KOLOVOS,B,,GRE,,11063,79,,01:00:00,None,Laurents,HÖRR,G,,GER,,9124,5,,01:00:00,None,Thomas,LAURENT,G,,FRA,,1824,70,,01:00:00,None,,,,,,,,,,,,,,,,,,,
19,29,21,1:34.047,+2.493,+0.081,187.9,40,TDS Racing,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,100864,6350,4166,5626,256,70,,,TDS RACING,,Rodrigo,SALES,B,,USA,,9754,66,,01:00:00,None,Mathias,BECHE,G,,FRA,,151,70,,01:00:00,None,Clément,NOVALAK,G,,FRA,,11254,70,,01:00:00,None,,,,,,,,,,,,,,,,,,,
20,21,29,1:34.134,+2.580,+0.087,187.7,57,United Autosports,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,100857,532,4166,5626,256,188,,,UNITED,,Daniel,SCHNEIDER,B,,BRA,,9601,32,,01:00:00,None,Marino,SATO,G,,JPN,,10971,121,,01:00:00,None,Oliver,JARVIS,P,,GBR,,93,188,,01:00:00,None,,,,,,,,,,,,,,,,,,,
21,27,39,1:34.168,+2.614,+0.034,187.7,57,Nielsen Racing,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,100862,5670,4166,5626,256,188,,,NIELSEN RACING,,Anthony,WELLS,B,,GBR,,582,188,,01:00:00,None,James,ALLEN,G,,AUS,,8384,16,,01:00:00,None,Sergio,SETTE CAMARA,G,,BRA,,11964,32,,01:00:00,None,,,,,,,,,,,,,,,,,,,
22,88,33,1:39.491,+7.937,+5.323,177.6,33,Inter Europol Competition,LMP3,,,Ligier JS P325 - Toyota,M,100888,402,6,6268,258,181,,,INTER EUROPOL,,Timothy,CRESWICK,B,,GBR,,10875,188,,01:45:00,None,Douwe,DEDECKER,S,,BEL,,11767,23,,00:40:00,None,Reece,GOLD,S,,USA,,11975,66,,00:40:00,None,,,,,,,,,,,,,,,,,,,
23,31,49,1:39.781,+8.227,+0.290,177.1,49,Racing Spirit of Leman,LMP3,,,Ligier JS P325 - Toyota,M,100866,6194,6,6268,258,70,,,RSL,,Jacques,WOLFF,B,,FRA,,8848,70,,00:50:00,None,Jean-Ludovic,FOUBERT,B,,FRA,,9122,70,,00:50:00,None,Marius,FOSSARD,S,,FRA,,11250,70,,00:40:00,None,,,,,,,,,,,,,,,,,,,
24,17,39,1:39.828,+8.274,+0.047,177.0,39,CLX Motorsport,LMP3,,,Ligier JS P325 - Toyota,M,100854,6421,6,6268,258,219,,,CLX MOTORSPORT,,Paul,LANCHERE,B,,FRA,,11556,70,,01:45:00,None,Adrien,CLOSMENIL,S,,FRA,,11356,70,,00:40:00,None,Theodor,JENSEN,S,,DEN,,11626,57,,00:40:00,None,,,,,,,,,,,,,,,,,,,
25,8,29,1:40.144,+8.590,+0.316,176.5,30,Team Virage,LMP3,,,Ligier JS P325 - Toyota,M,100848,5892,6,6268,258,181,,,TEAM VIRAGE,,Jacek,ZIELONKA,B,,POL,,11217,181,,01:45:00,None,Daniel,NOGALES,S,,ESP,,11686,64,,00:40:00,None,Rik,KOEN,S,,NED,,11365,178,,00:40:00,None,,,,,,,,,,,,,,,,,,,
26,12,25,1:40.208,+8.654,+0.064,176.4,26,WTM by Rinaldi Racing,LMP3,,,Duqueine D09 - Toyota,M,100852,6287,6,6271,4408,5,,,WTM BY RINALDI,,Torsten,KRATZ,B,,GER,,10077,5,,01:45:00,None,Leonard,WEISS,S,,GER,,9872,5,,00:40:00,None,Griffin,PEEBLES,S,,AUS,,11640,16,,00:40:00,None,,,,,,,,,,,,,,,,,,,
27,68,46,1:40.231,+8.677,+0.023,176.3,53,M Racing,LMP3,,,Ligier JS P325 - Toyota,M,100881,6203,6,6268,258,70,,,M RACING,,Stéphane,TRIBAUDINI,B,,FRA,,8880,70,,01:45:00,None,Quentin,ANTONEL,S,,FRA,,11656,70,,00:40:00,None,,,,,,,,,,,,,,,,,,,,,,,,,
28,35,31,1:40.452,+8.898,+0.221,175.9,42,Ultimate,LMP3,,,Ligier JS P325 - Toyota,M,100868,390,6,6268,258,70,,,ULTIMATE,,Louis,STERN,B,,FRA,,11451,70,,01:45:00,None,Jean-Baptiste,LAHAYE,S,,FRA,,1628,70,,00:40:00,None,Matthieu,LAHAYE,S,,FRA,,37,70,,00:40:00,None,,,,,,,,,,,,,,,,,,,
29,11,4,1:40.519,+8.965,+0.067,175.8,43,Eurointernational,LMP3,,,Ligier JS P325 - Toyota,M,100851,512,6,6268,258,119,,,EUROINTER,,Fabien,MICHAL,B,,FRA,,9756,70,,01:45:00,None,Ian,AGUILERA,S,,GBR,,11035,188,,00:40:00,None,,,,,,,,,,,,,,,,,,,,,,,,,
30,15,42,1:40.577,+9.023,+0.058,175.7,57,RLR M Sport,LMP3,,,Ligier JS P325 - Toyota,M,100853,530,6,6268,258,188,,,RLR M SPORT,,Michael,JENSEN,B,,DEN,,9543,57,,00:50:00,None,Nick,ADCOCK,B,,RSA,,9534,2,,00:50:00,None,Gillian,HENRION,S,,FRA,,10628,70,,00:40:00,None,,,,,,,,,,,,,,,,,,,
31,4,15,1:41.420,+9.866,+0.843,174.2,25,DKR Engineering,LMP3,,,Ginetta G61-LT-P325-EVO - Toyota,M,100847,49,6,6270,64,138,,,DKR ENGINEERING,,Antti,RAMMO,B,,EST,,11962,65,,01:45:00,None,Wyatt,BRICHACEK,S,,USA,,10856,66,,00:40:00,None,Mikkel Gaarde,PEDERSEN,S,,DEN,,11658,57,,00:40:00,None,,,,,,,,,,,,,,,,,,,
32,59,50,1:43.055,+11.501,+1.635,171.5,57,Racing Spirit of Leman,LMGT3,,,Aston Martin Vantage AMR LMGT3,G,100877,6194,4183,6242,260,70,,,RSL,,Clément,MATEU,B,,FRA,,9175,70,,01:30:00,None,Erwan,BASTARD,S,,FRA,,11228,70,,00:45:00,None,Valentin,HASSE CLOT,G,,FRA,,10308,70,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
33,66,17,1:43.279,+11.725,+0.224,171.1,43,JMW Motorsport,LMGT3,,,Ferrari 296 LMGT3,G,100880,35,4183,6245,3,188,,,JMW MOTORSPORT,,Anthony,NOBLE,B,,USA,,11611,66,,01:30:00,None,Jason,HART,S,,USA,,10737,66,,00:45:00,None,Gianmaria,BRUNI,P,,ITA,,59,119,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
34,57,24,1:43.512,+11.958,+0.233,170.7,69,Kessel Racing,LMGT3,,,Ferrari 296 LMGT3,G,100876,120,4183,6245,3,219,,,KESSEL RACING,,Takeshi,KIMURA,B,,JPN,,9416,121,,01:30:00,None,Ben,TUCK,S,,GBR,,10972,188,,00:45:00,None,Daniel,SERRA,P,,BRA,,500,32,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
35,23,4,1:43.562,+12.008,+0.050,170.6,57,United Autosports,LMGT3,,,McLaren 720S LMGT3 Evo,G,100859,532,4183,6249,60,188,,,UNITED,,Michael,BIRCH,B,,GBR,,11963,188,,01:30:00,None,Garnet,PATTERSON,S,,AUS,,10209,16,,00:45:00,None,Wayne,BOYD,G,,GBR,,1980,188,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
36,51,39,1:43.620,+12.066,+0.058,170.6,62,AF Corse,LMGT3,,,Ferrari 296 LMGT3,G,100874,16,4183,6245,3,119,,,AF CORSE,,Charles-Henri,SAMANI,B,,FRA,,10158,70,,01:30:00,None,Conrad,LAURSEN,S,,DEN,,10866,57,,00:45:00,None,Davide,RIGON,P,,ITA,,266,119,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
37,82,31,1:43.727,+12.173,+0.107,170.4,35,TF Sport,LMGT3,,,Corvette Z06 LMGT3.R,G,100884,364,4183,6244,4230,188,,,TF SPORT,,Hiroshi,KOIZUMI,B,,JPN,,273,121,,01:30:00,None,Rui,ANDRADE,S,,ANG,,9873,7,,00:45:00,None,Charlie,EASTWOOD,G,,IRL,,9016,116,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
38,60,16,1:43.994,+12.440,+0.267,169.9,47,Proton Competition,LMGT3,,,Porsche 911 GT3 R LMGT3,G,100878,45,4183,6250,4368,5,,,PROTON,,Christian,RIED,B,,GER,,90,5,,01:30:00,None,Matteo,CRESSONI,S,,ITA,,338,119,,00:45:00,None,Alessio,PICARIELLO,G,,BEL,,9740,23,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
39,63,36,1:44.068,+12.514,+0.074,169.8,47,Iron Lynx,LMGT3,,,Mercedes -AMG LMGT3,G,100879,5979,4183,6272,4314,119,,,IRON LYNX,,Martin,BERRY,B,,SGP,,10878,212,,01:30:00,None,Lorcan,HANAFIN,S,,GBR,,10851,188,,00:45:00,None,Fabian,SCHILLER,G,,GER,,10340,5,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
40,50,10,1:44.158,+12.604,+0.090,169.7,58,Richard Mille AF Corse,LMGT3,,,Ferrari 296 LMGT3,G,100873,6297,4183,6245,3,119,,,RICHARDMILLE AF,,Custodio,TOLEDO,B,,USA,,11256,66,,01:30:00,None,Lilou,WADOUX,S,,FRA,,10297,70,,00:45:00,None,Riccardo,AGOSTINI,G,,ITA,,11366,119,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
41,74,22,1:44.177,+12.623,+0.019,169.6,58,Kessel Racing,LMGT3,,,Ferrari 296 LMGT3,G,100882,120,4183,6245,3,219,,,KESSEL RACING,,Andrew,GILBERT,B,,UAE,,11060,61,,01:30:00,None,Fran,RUEDA,S,,ESP,,11061,64,,00:45:00,None,Miguel,MOLINA,P,,ESP,,8526,64,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
42,86,3,1:44.295,+12.741,+0.118,169.4,59,GR Racing,LMGT3,,,Ferrari 296 LMGT3,G,100887,6065,4183,6245,3,188,,,GR RACING,,Michael,WAINWRIGHT,B,,FRA,,442,70,,01:30:00,None,Riccardo,PERA,S,,ITA,,9187,119,,00:45:00,None,Tom,FLEMING,S,,GBR,,11651,188,,00:45:00,None,,,,,,,,,,,,,,,,,,,
43,85,57,1:44.689,+13.135,+0.394,168.8,57,Iron Dames,LMGT3,,,Porsche 911 GT3 R LMGT3,G,100886,6158,4183,6250,4368,119,,,IRON DAMES,,Célia,MARTIN,B,,FRA,,11357,70,,01:30:00,None,Sarah,BOVY,S,,BEL,,1191,23,,00:45:00,None,Michelle,GATTING,G,,DEN,,9343,57,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
44,55,27,1:44.772,+13.218,+0.083,168.7,44,Spirit of Race,LMGT3,,,Ferrari 296 LMGT3,G,100875,5546,4183,6245,3,219,,,SPIRIT OF RACE,,Duncan,CAMERON,B,,GBR,,327,188,,01:30:00,None,David,PEREL,S,,RSA,,9590,2,,00:45:00,None,Matthew,GRIFFIN,G,,IRL,,7395,116,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
