POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,21,11,2:02.720,-,-,144.0,11,COSTA OVEST,,,,MITJET 2L,,,,,,,,,,,,Andrea,BRISTOT,,,ITA,,,,,,,Gianpaolo,ORLANDI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,10,2:03.765,+1.045,+1.045,142.8,12,GTDRIVE RACING TEAM,,,,MITJET 2L,,,,,,,,,,,,Romain,DAMIANI,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,115,12,2:03.889,+1.169,+0.124,142.6,12,DC RACING,,,,MITJET 2L,,,,,,,,,,,,Alessandro,FERLONI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,86,11,2:03.912,+1.192,+0.023,142.6,11,DC RACING,,,,MITJET 2L,,,,,,,,,,,,Jody,LAMBRUGHI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,27,6,2:04.202,+1.482,+0.290,142.3,13,AV RACING,,,,MITJET 2L,,,,,,,,,,,,Arnaud,MALIZIA,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,64,8,2:05.098,+2.378,+0.896,141.3,11,MV2S,G,G,,MITJET 2L,,,,,,,,,,,,Thomas,LAISNE,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,18,12,2:05.246,+2.526,+0.148,141.1,12,GRT MOTORSPORT,G,G,,MITJET 2L,,,,,,,,,,,,Davide,GAGGIANESI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,10,2:05.441,+2.721,+0.195,140.9,14,GTDRIVE RACING TEAM,,,,MITJET 2L,,,,,,,,,,,,Lorenzo,GATTI,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,13,2:05.512,+2.792,+0.071,140.8,13,NOT ONLY MOTORSPORT,J,J,,MITJET 2L,,,,,,,,,,,,Filippo,TORNAGHI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,133,6,2:06.123,+3.403,+0.611,140.1,10,FARO RACING,,,,MITJET 2L,,,,,,,,,,,,Alessandro,BRIGATTI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,245,14,2:06.353,+3.633,+0.230,139.9,14,JBJ RACING,G,G,,MITJET 2L,,,,,,,,,,,,B. Jensen,JESPER,,,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,80,5,2:06.840,+4.120,+0.487,139.3,12,GRT MOTORSPORT,J,J,,MITJET 2L,,,,,,,,,,,,Luigi,FERRARI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,25,11,2:06.897,+4.177,+0.057,139.3,13,WOLFHOUND,J,J,,MITJET 2L,,,,,,,,,,,,Gabriel,MORETTO,,,ITA,,,,,,,Alberto,ANTONUCCI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,3,2:07.553,+4.833,+0.656,138.5,13,GTDRIVE  RACING TEAM,S,S,,MITJET 2L,,,,,,,,,,,,Jean-Marc,BOURGINEAU,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,34,11,2:07.649,+4.929,+0.096,138.4,13,ITALCAR,,,,MITJET 2L,,,,,,,,,,,,Alessandro,GIROTTI,,,ITA,,,,,,,Simone,FORNASARI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,128,5,2:07.771,+5.051,+0.122,138.3,10,GTDRIVE RACING TEAM,,,,MITJET 2L,,,,,,,,,,,,Sebastien,GINEYS,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,5,13,2:07.994,+5.274,+0.223,138.1,13,BD RACING,J,J,,MITJET 2L,,,,,,,,,,,,Gherardo,SCARABEL,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,20,13,2:08.266,+5.546,+0.272,137.8,13,NOT ONLY MOTORSPORT,J,J,,MITJET 2L,,,,,,,,,,,,Maia,MENEGHIN,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,22,12,2:08.296,+5.576,+0.030,137.7,12,GRT MOTORSPORT,,S,,MITJET 2L,,,,,,,,,,,,Alessandro,CREMONA,,,ITA,,,,,,,Giampiero,PAPARUSSO,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,59,7,2:08.302,+5.582,+0.006,137.7,7,COSTA OVEST,,J,,MITJET 2L,,,,,,,,,,,,Leonardo,STEFANI,,,ITA,,,,,,,Luigi,COZZOLINO,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,19,8,2:09.006,+6.286,+0.704,137.0,10,GRT MOTORSPORT,G,G,,MITJET 2L,,,,,,,,,,,,Danilo,MEDICI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,99,6,2:09.213,+6.493,+0.207,136.8,6,MV2S,,,,MITJET 2L,,,,,,,,,,,,Bastien,OSTIAN,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2,4,2:10.114,+7.394,+0.901,135.8,6,BD RACING,S,S,,MITJET 2L,,,,,,,,,,,,Corrado,COSTA,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,41,7,2:10.529,+7.809,+0.415,135.4,12,FARO RACING,,,,MITJET 2L,,,,,,,,,,,,Andrea,BAIGUERA,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
