POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,57,1,14.120,-,-,251.6,1,Kessel Racing,LMGT3,,,Ferrari 296 LMGT3,G,,,,,,,,,KESSEL RACING,,Alessandro,FRANCI,,,,,,,,,,Manuel,PIZZUTTO,,,,,,,,,,Thomas,RAMPOLDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,63,1,14.130,+0.010,+0.010,250.7,1,Iron Lynx,LMGT3,,,Mercedes-AMG LMGT3,G,,,,,,,,,IRON LYNX,,Thomas,KYRIAKIDES,,,,,,,,,,Sergio,CONTARINO,,,,,,,,,,Andrea,LAINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,74,1,14.410,+0.290,+0.280,226.4,1,Kessel Racing,LMGT3,,,Ferrari 296 LMGT3,G,,,,,,,,,KESSEL RACING,,Maxime,ESTEVE,,,,,,,,,,Daniele,RAINOLDI,,,,,,,,,,Mattia,IENI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,55,1,14.850,+0.730,+0.440,190.1,1,Spirit of Race,LMGT3,,,Ferrari 296 LMGT3,G,,,,,,,,,SPIRIT OF RACE,,Victor,SORIANO,,,,,,,,,,Michael,FONTAINE,,,,,,,,,,Alex,MARKHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,48,1,15.005,+0.885,+0.155,177.8,1,VDS Panis Racing,LMP2,,,Oreca 07 - Gibson,G,,,,,,,,,VDS PANIS,,Nicolas,LETENDARD,,,,,,,,,,Christophe,VICENTE,,,,,,,,,,Flavien,BAURY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,60,1,15.410,+1.290,+0.405,146.8,1,Proton Competition,LMGT3,,,Porsche 911 GT3 R LMGT3,G,,,,,,,,,PROTON,,Julian,KLEIN,,,,,,,,,,Miguel,ANGEL ESCRIBANO,,,,,,,,,,Javier,SOCORRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,30,1,15.520,+1.400,+0.110,138.7,1,Duqueine Team,LMP2,,,Oreca 07 - Gibson,G,,,,,,,,,DUQUEINE,,Mickaël,DUTERQUE,,,,,,,,,,Kévin,DEDERICHS,,,,,,,,,,Jaouen,FRONTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,82,1,16.005,+1.885,+0.485,104.2,1,TF Sport,LMGT3,,,Corvette Z06 LMGT3.R,G,,,,,,,,,TF SPORT,,Sophie,BULL,,,,,,,,,,James,BUDD,,,,,,,,,,Ed,TAYLOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,85,1,16.015,+1.895,+0.010,103.5,1,Iron Dames,LMGT3,,,Porsche 911 GT3 R LMGT3,G,,,,,,,,,IRON DAMES,,Michael,RIED,,,,,,,,,,Victor,FITE,,,,,,,,,,Hector,LAHUERTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1,16.075,+1.955,+0.060,099.4,1,IDEC Sport,LMP2,,,Oreca 07 - Gibson,G,,,,,,,,,IDEC SPORT,,Jérémy,VALBON,,,,,,,,,,Loris,CHAGNY,,,,,,,,,,Dylan,LOOF,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,9,1,16.110,+1.990,+0.035,097.0,1,Iron Lynx - Proton,LMP2,,,Oreca 07 - Gibson,G,,,,,,,,,IRONLYNX-PROTON,,Gilles,DIERYCK,,,,,,,,,,Denis,DIBENEDETTO,,,,,,,,,,Stefano,SOSIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,99,1,16.250,+2.130,+0.140,087.5,1,AO by TF,LMP2,,,Oreca 07 - Gibson,G,,,,,,,,,AO BY TF,,Jack,THOMPSON,,,,,,,,,,Jérome,RUBARDO,,,,,,,,,,Miguel,COSTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,37,1,16.340,+2.220,+0.090,081.5,1,CLX - Pure Rxcing,LMP2,,,Oreca 07 - Gibson,G,,,,,,,,,CLX PURE RXCING,,Quentin,BARRATIER,,,,,,,,,,Théo,MAGNO,,,,,,,,,,Pedro,PEIXOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,51,1,16.540,+2.420,+0.200,068.5,1,AF Corse,LMGT3,,,Ferrari 296 LMGT3,G,,,,,,,,,AF CORSE,,Kevin,RAZEYRE,,,,,,,,,,Marco,RAVERA,,,,,,,,,,Giacomo,BRUNAPORTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,59,1,16.740,+2.620,+0.200,055.7,1,Racing Spirit of Leman,LMGT3,,,Aston Martin Vantage AMR LMGT3,G,,,,,,,,,RSL,,Gauthier,MONTERRAIN,,,,,,,,,,Thomas,LAVAL,,,,,,,,,,Cédric,VIROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3,1,16.925,+2.805,+0.185,044.2,1,DKR Engineering,LMP2,,,Oreca 07 - Gibson,G,,,,,,,,,DKR ENGINEERING,,Sylvain,CREUX,,,,,,,,,,Clément,HAMMER,,,,,,,,,,Loris,TERZIOTTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,47,1,16.990,+2.870,+0.065,040.2,1,CLX Motorsport,LMP2,,,Oreca 07 - Gibson,G,,,,,,,,,CLX MOTORSPORT,,Pierre-Vincent,MAIRE,,,,,,,,,,Jérémy,POIROT,,,,,,,,,,Sacha,CONSTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,68,1,17.060,+2.940,+0.070,035.9,1,M Racing,LMP3,,,Ligier JS P325 - Toyota,M,,,,,,,,,M RACING,,Romain,BERNARD,,,,,,,,,,Corentin,SIMON,,,,,,,,,,Evan,DE MATOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,10,1,17.205,+3.085,+0.145,027.2,1,Vector Sport,LMP2,,,Oreca 07 - Gibson,G,,,,,,,,,VECTOR SPORT,,Michael,SHERATON,,,,,,,,,,Ed,COX,,,,,,,,,,Matt,ANDERSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,86,1,17.515,+3.395,+0.310,009.0,1,GR Racing,LMGT3,,,Ferrari 296 LMGT3,G,,,,,,,,,GR RACING,,Stefan,VALSTED,,,,,,,,,,Michael,GOSNEY,,,,,,,,,,Per,CHRISTIANSEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,24,1,17.535,+3.415,+0.020,007.8,1,Nielsen Racing,LMP2,,,Oreca 07 - Gibson,G,,,,,,,,,NIELSEN RACING,,Alan,RICE,,,,,,,,,,Mitch,LAGAE,,,,,,,,,,Jack,NORMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,23,1,17.580,+3.460,+0.045,005.3,1,United Autosports,LMGT3,,,McLaren 720S LMGT3 Evo,G,,,,,,,,,UNITED,,Gaz,MUMFORD,,,,,,,,,,James,FLATHER,,,,,,,,,,Stuart,KERKHOFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,20,1,17.580,+3.460,+0.000,005.3,1,Algarve Pro Racing,LMP2,,,Oreca 07 - Gibson,G,,,,,,,,,APR,,Jesus,RIOS RUEDA,,,,,,,,,,Pablo,MONTEJO,,,,,,,,,,Fabio,PIMENTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,35,1,17.665,+3.545,+0.085,000.4,1,Ultimate,LMP3,,,Ligier JS P325 - Toyota,M,,,,,,,,,ULTIMATE,,Nikolas,LEMEE,,,,,,,,,,Thibaud,DASTE,,,,,,,,,,Pierre,CARPUAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,83,1,17.675,+3.555,+0.010,999.9,1,AF Corse,LMP2,,,Oreca 07 - Gibson,G,,,,,,,,,AF CORSE,,Miguel,LECHA,,,,,,,,,,Damien,FOURCADE,,,,,,,,,,Adria,MESA CAMPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,25,1,17.685,+3.565,+0.010,999.3,1,M Racing,LMP2,,,Oreca 07 - Gibson,G,,,,,,,,,APR,,Chen,WEI MOO,,,,,,,,,,Rafael,BALDONEDO,,,,,,,,,,Andre,PITACA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,31,1,17.930,+3.810,+0.245,985.6,1,Racing Spirit of Leman,LMP3,,,Ligier JS P325 - Toyota,M,,,,,,,,,RSL,,Mattéo,LABARRE,,,,,,,,,,Laurent,CHAPEL,,,,,,,,,,Thomas,DUGARRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,22,1,18.095,+3.975,+0.165,976.6,1,United Autosports,LMP2,,,Oreca 07 - Gibson,G,,,,,,,,,UNITED,,Simon,BANKS,,,,,,,,,,Antoine,SIGMA,,,,,,,,,,Barney,PARSONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,50,1,18.225,+4.105,+0.130,969.7,1,Richard Mille AF Corse,LMGT3,,,Ferrari 296 LMGT3,G,,,,,,,,,RICHARDMILLE AF,,Nicolas,CAPUANO,,,,,,,,,,Andrea,SILLETTA,,,,,,,,,,Kevin,CARNINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,4,1,18.630,+4.510,+0.405,948.6,1,DKR Engineering,LMP3,,,Ginetta G61-LT-P325-Evo - Toyota,M,,,,,,,,,DKR ENGINEERING,,Alexandre,GARY,,,,,,,,,,Pierre,LEGAILLARD,,,,,,,,,,Manu,REVIRIAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,12,1,19.220,+5.100,+0.590,919.5,1,WTM by Rinaldi Racing,LMP3,,,Duqueine D09 - Toyota,M,,,,,,,,,WTM BY RINALDI,,Calvin,KOCHEMS,,,,,,,,,,Sandor,ZSIGMOND,,,,,,,,,,Maxim,MATHIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,17,1,19.240,+5.120,+0.020,918.5,1,CLX Motorsport,LMP3,,,Ligier JS P325 - Toyota,M,,,,,,,,,CLX MOTORSPORT,,Quentin,MARGOLLIET,,,,,,,,,,Mahé,ROCHARD,,,,,,,,,,Anthony,GRUTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,21,1,19.850,+5.730,+0.610,890.3,1,United Autosports,LMP2,,,Oreca 07 - Gibson,G,,,,,,,,,UNITED,,Roy,HINGSTON,,,,,,,,,,Ben,WILCOX,,,,,,,,,,Ludvig,DESMARAIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,29,1,20.305,+6.185,+0.455,870.3,1,TDS Racing,LMP2,,,Oreca 07 - Gibson,G,,,,,,,,,TDS RACING,,Benjamin,BERGEAULT,,,,,,,,,,Florian,CALLU,,,,,,,,,,Thomas,PRUDENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,8,1,20.940,+6.820,+0.635,844.0,1,Team Virage,LMP3,,,Ligier JS P325 - Toyota,M,,,,,,,,,TEAM VIRAGE,,Damian,NIEVA,,,,,,,,,,Dario,DIAZ,,,,,,,,,,Lucas,WIJNANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,34,1,21.515,+7.395,+0.575,821.4,1,Inter Europol Competition,LMP2,,,Oreca 07 - Gibson,G,,,,,,,,,INTER EUROPOL,,Javier,AUGUSTO,,,,,,,,,,Alex,ROSAS PADILLA,,,,,,,,,,Kacper,GRABOWSKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,43,1,22.020,+7.900,+0.505,802.6,1,Inter Europol Competition,LMP2,,,Oreca 07 - Gibson,G,,,,,,,,,INTER EUROPOL,,Krzysztof,PINDELA,,,,,,,,,,Witold,TRAWINSKI,,,,,,,,,,Daniel,WENDELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,66,1,22.695,+8.575,+0.675,778.7,1,JMW Motorsport,LMGT3,,,Ferrari 296 LMGT3,G,,,,,,,,,JMW MOTORSPORT,,Rhys,PUDDIPHATT,,,,,,,,,,James,LISTER,,,,,,,,,,Ash,CLARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,77,1,23.735,+9.615,+1.040,744.6,1,Proton Competition,LMP2,,,Oreca 07 - Gibson,G,,,,,,,,,PROTON,,Eric,ALONSO,,,,,,,,,,Azamat,BASHKIR,,,,,,,,,,Denis,NÖLL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,15,1,28.055,+13.935,+4.320,629.9,1,RLR M Sport,LMP3,,,Ligier JS P325 - Toyota,M,,,,,,,,,RLR M SPORT,,Martin,HARDY,,,,,,,,,,Jamie,WATTS,,,,,,,,,,Drew,CHAMBERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,88,1,29.280,+15.160,+1.225,603.6,1,Inter Europol Competition,LMP3,,,Ligier JS P325 - Toyota,M,,,,,,,,,INTER EUROPOL,,Charles,MOLINIER,,,,,,,,,,Frederic,CLAUS,,,,,,,,,,Bartosz,KOSTECKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
